Line,Purpose,Trait,Field_experiment
2MS16_4139-018,Experimental,Yield_high_Vg,Short_row
2MS16_4139-019,Experimental,Yield_high_Vg,Short_row
2MS16_4139-020,Experimental,Yield_high_Vg,Short_row
2MS16_4139-021,Experimental,Yield_high_Vg,Short_row
2MS16_4139-022,Experimental,Yield_high_Vg,Short_row
2MS16_4139-023,Experimental,Yield_high_Vg,Short_row
2MS16_4139-024,Experimental,Yield_high_Vg,Short_row
2MS16_4139-025,Experimental,Yield_high_Vg,Short_row
2MS16_4139-026,Experimental,Yield_high_Vg,Short_row
2MS16_4139-027,Experimental,Yield_high_Vg,Short_row
2MS16_4139-028,Experimental,Yield_high_Vg,Short_row
2MS16_4139-029,Experimental,Yield_high_Vg,Short_row
2MS16_4139-030,Experimental,Yield_high_Vg,Short_row
2MS16_4139-031,Experimental,Yield_high_Vg,Short_row
2MS16_4139-032,Experimental,Yield_high_Vg,Short_row
2MS16_4139-033,Experimental,Yield_high_Vg,Short_row
2MS16_4139-034,Experimental,Yield_high_Vg,Short_row
2MS16_4139-035,Experimental,Yield_high_Vg,Short_row
2MS16_4139-036,Experimental,Yield_high_Vg,Short_row
2MS16_4139-037,Experimental,Yield_high_Vg,Short_row
2MS16_4139-038,Experimental,Yield_high_Vg,Short_row
2MS16_4139-039,Experimental,Yield_high_Vg,Short_row
2MS16_4139-040,Experimental,Yield_high_Vg,Short_row
2MS16_4139-041,Experimental,Yield_high_Vg,Short_row
2MS16_4139-042,Experimental,Yield_high_Vg,Short_row
2MS16_4139-043,Experimental,Yield_high_Vg,Short_row
2MS16_4139-044,Experimental,Yield_high_Vg,Short_row
2MS16_4139-045,Experimental,Yield_high_Vg,Short_row
2MS16_4139-046,Experimental,Yield_high_Vg,Short_row
2MS16_4139-047,Experimental,Yield_high_Vg,Short_row
2MS16_4139-048,Experimental,Yield_high_Vg,Short_row
2MS16_4139-049,Experimental,Yield_high_Vg,Short_row
2MS16_4139-050,Experimental,Yield_high_Vg,Short_row
2MS16_4139-051,Experimental,Yield_high_Vg,Short_row
2MS16_4139-052,Experimental,Yield_high_Vg,Short_row
2MS16_4139-053,Experimental,Yield_high_Vg,Short_row
2MS16_4139-054,Experimental,Yield_high_Vg,Short_row
2MS16_4139-055,Experimental,Yield_high_Vg,Short_row
2MS16_4139-056,Experimental,Yield_high_Vg,Short_row
2MS16_4139-057,Experimental,Yield_high_Vg,Short_row
2MS16_4146-001,Experimental,Yield_low_Vg,Short_row
2MS16_4146-002,Experimental,Yield_low_Vg,Short_row
2MS16_4146-003,Experimental,Yield_low_Vg,Short_row
2MS16_4146-004,Experimental,Yield_low_Vg,Short_row
2MS16_4146-005,Experimental,Yield_low_Vg,Short_row
2MS16_4146-006,Experimental,Yield_low_Vg,Short_row
2MS16_4146-007,Experimental,Yield_low_Vg,Short_row
2MS16_4146-008,Experimental,Yield_low_Vg,Short_row
2MS16_4146-009,Experimental,Yield_low_Vg,Short_row
2MS16_4146-010,Experimental,Yield_low_Vg,Short_row
2MS16_4146-011,Experimental,Yield_low_Vg,Short_row
2MS16_4146-012,Experimental,Yield_low_Vg,Short_row
2MS16_4146-013,Experimental,Yield_low_Vg,Short_row
2MS16_4146-014,Experimental,Yield_low_Vg,Short_row
2MS16_4146-015,Experimental,Yield_low_Vg,Short_row
2MS16_4146-016,Experimental,Yield_low_Vg,Short_row
2MS16_4146-017,Experimental,Yield_low_Vg,Short_row
2MS16_4146-018,Experimental,Yield_low_Vg,Short_row
2MS16_4146-019,Experimental,Yield_low_Vg,Short_row
2MS16_4146-020,Experimental,Yield_low_Vg,Short_row
2MS16_4146-021,Experimental,Yield_low_Vg,Short_row
2MS16_4146-022,Experimental,Yield_low_Vg,Short_row
2MS16_4146-023,Experimental,Yield_low_Vg,Short_row
2MS16_4146-024,Experimental,Yield_low_Vg,Short_row
2MS16_4146-025,Experimental,Yield_low_Vg,Short_row
2MS16_4146-026,Experimental,Yield_low_Vg,Short_row
2MS16_4146-027,Experimental,Yield_low_Vg,Short_row
2MS16_4146-028,Experimental,Yield_low_Vg,Short_row
2MS16_4146-029,Experimental,Yield_low_Vg,Short_row
2MS16_4146-030,Experimental,Yield_low_Vg,Short_row
2MS16_4146-031,Experimental,Yield_low_Vg,Short_row
2MS16_4146-032,Experimental,Yield_low_Vg,Short_row
2MS16_4146-033,Experimental,Yield_low_Vg,Short_row
2MS16_4146-034,Experimental,Yield_low_Vg,Short_row
2MS16_4146-035,Experimental,Yield_low_Vg,Short_row
2MS16_4146-036,Experimental,Yield_low_Vg,Short_row
2MS16_4146-037,Experimental,Yield_low_Vg,Short_row
2MS16_4146-038,Experimental,Yield_low_Vg,Short_row
2MS16_4146-039,Experimental,Yield_low_Vg,Short_row
2MS16_4146-040,Experimental,Yield_low_Vg,Short_row
2MS16_4146-041,Experimental,Yield_low_Vg,Short_row
2MS16_4146-042,Experimental,Yield_low_Vg,Short_row
2MS16_4146-043,Experimental,Yield_low_Vg,Short_row
2MS16_4146-044,Experimental,Yield_low_Vg,Short_row
2MS16_4146-045,Experimental,Yield_low_Vg,Short_row
2MS16_4146-046,Experimental,Yield_low_Vg,Short_row
2MS16_4146-047,Experimental,Yield_low_Vg,Short_row
2MS16_4146-048,Experimental,Yield_low_Vg,Short_row
2MS16_4146-049,Experimental,Yield_low_Vg,Short_row
2MS16_4146-050,Experimental,Yield_low_Vg,Short_row
2MS16_4146-051,Experimental,Yield_low_Vg,Short_row
2MS16_4146-052,Experimental,Yield_low_Vg,Short_row
2MS16_4146-053,Experimental,Yield_low_Vg,Short_row
2MS16_4146-054,Experimental,Yield_low_Vg,Short_row
2MS16_4146-055,Experimental,Yield_low_Vg,Short_row
2MS16_4146-056,Experimental,Yield_low_Vg,Short_row
2MS16_4146-057,Experimental,Yield_low_Vg,Short_row
2MS16_4146-058,Experimental,Yield_low_Vg,Short_row
2MS16_4146-059,Experimental,Yield_low_Vg,Short_row
2MS16_4146-060,Experimental,Yield_low_Vg,Short_row
2MS16_4146-061,Experimental,Yield_low_Vg,Short_row
2MS16_4146-062,Experimental,Yield_low_Vg,Short_row
2MS16_4146-063,Experimental,Yield_low_Vg,Short_row
2MS16_4146-064,Experimental,Yield_low_Vg,Short_row
2MS16_4146-065,Experimental,Yield_low_Vg,Short_row
2MS16_4146-066,Experimental,Yield_low_Vg,Short_row
2MS16_4146-067,Experimental,Yield_low_Vg,Short_row
2MS16_4146-068,Experimental,Yield_low_Vg,Short_row
2MS16_4146-069,Experimental,Yield_low_Vg,Short_row
2MS16_4146-070,Experimental,Yield_low_Vg,Short_row
2MS16_4146-071,Experimental,Yield_low_Vg,Short_row
2MS16_4146-072,Experimental,Yield_low_Vg,Short_row
2MS16_4146-073,Experimental,Yield_low_Vg,Short_row
2MS16_4146-074,Experimental,Yield_low_Vg,Short_row
2MS16_4148-001,Experimental,Yield_high_Vg,Short_row
2MS16_4148-002,Experimental,Yield_high_Vg,Short_row
2MS16_4148-003,Experimental,Yield_high_Vg,Short_row
2MS16_4148-004,Experimental,Yield_high_Vg,Short_row
2MS16_4148-005,Experimental,Yield_high_Vg,Short_row
2MS16_4148-006,Experimental,Yield_high_Vg,Short_row
2MS16_4148-007,Experimental,Yield_high_Vg,Short_row
2MS16_4148-008,Experimental,Yield_high_Vg,Short_row
2MS16_4148-009,Experimental,Yield_high_Vg,Short_row
2MS16_4148-010,Experimental,Yield_high_Vg,Short_row
2MS16_4148-011,Experimental,Yield_high_Vg,Short_row
2MS16_4148-012,Experimental,Yield_high_Vg,Short_row
2MS16_4148-013,Experimental,Yield_high_Vg,Short_row
2MS16_4148-014,Experimental,Yield_high_Vg,Short_row
2MS16_4148-015,Experimental,Yield_high_Vg,Short_row
2MS16_4148-016,Experimental,Yield_high_Vg,Short_row
2MS16_4148-017,Experimental,Yield_high_Vg,Short_row
2MS16_4148-018,Experimental,Yield_high_Vg,Short_row
2MS16_4148-019,Experimental,Yield_high_Vg,Short_row
2MS16_4148-020,Experimental,Yield_high_Vg,Short_row
2MS16_4148-021,Experimental,Yield_high_Vg,Short_row
2MS16_4148-022,Experimental,Yield_high_Vg,Short_row
2MS16_4148-023,Experimental,Yield_high_Vg,Short_row
2MS16_4148-024,Experimental,Yield_high_Vg,Short_row
2MS16_4148-025,Experimental,Yield_high_Vg,Short_row
2MS16_4148-026,Experimental,Yield_high_Vg,Short_row
2MS16_4148-027,Experimental,Yield_high_Vg,Short_row
2MS16_4148-028,Experimental,Yield_high_Vg,Short_row
2MS16_4150-001,Experimental,Yield_low_Vg,Short_row
2MS16_4150-002,Experimental,Yield_low_Vg,Short_row
2MS16_4150-003,Experimental,Yield_low_Vg,Short_row
2MS16_4150-004,Experimental,Yield_low_Vg,Short_row
2MS16_4150-005,Experimental,Yield_low_Vg,Short_row
2MS16_4150-006,Experimental,Yield_low_Vg,Short_row
2MS16_4150-007,Experimental,Yield_low_Vg,Short_row
2MS16_4150-008,Experimental,Yield_low_Vg,Short_row
2MS16_4150-009,Experimental,Yield_low_Vg,Short_row
2MS16_4150-010,Experimental,Yield_low_Vg,Short_row
2MS16_4150-011,Experimental,Yield_low_Vg,Short_row
2MS16_4150-012,Experimental,Yield_low_Vg,Short_row
2MS16_4150-013,Experimental,Yield_low_Vg,Short_row
2MS16_4150-014,Experimental,Yield_low_Vg,Short_row
2MS16_4150-015,Experimental,Yield_low_Vg,Short_row
2MS16_4150-016,Experimental,Yield_low_Vg,Short_row
2MS16_4150-017,Experimental,Yield_low_Vg,Short_row
2MS16_4150-018,Experimental,Yield_low_Vg,Short_row
2MS16_4150-019,Experimental,Yield_low_Vg,Short_row
2MS16_4150-020,Experimental,Yield_low_Vg,Short_row
2MS16_4150-021,Experimental,Yield_low_Vg,Short_row
2MS16_4150-022,Experimental,Yield_low_Vg,Short_row
2MS16_4150-023,Experimental,Yield_low_Vg,Short_row
2MS16_4150-024,Experimental,Yield_low_Vg,Short_row
2MS16_4150-025,Experimental,Yield_low_Vg,Short_row
2MS16_4150-026,Experimental,Yield_low_Vg,Short_row
2MS16_4150-027,Experimental,Yield_low_Vg,Short_row
2MS16_4150-028,Experimental,Yield_low_Vg,Short_row
2MS16_4150-029,Experimental,Yield_low_Vg,Short_row
2MS16_4150-030,Experimental,Yield_low_Vg,Short_row
2MS16_4150-031,Experimental,Yield_low_Vg,Short_row
2MS16_4150-032,Experimental,Yield_low_Vg,Short_row
2MS16_4150-033,Experimental,Yield_low_Vg,Short_row
2MS16_4150-034,Experimental,Yield_low_Vg,Short_row
2MS16_4150-035,Experimental,Yield_low_Vg,Short_row
2MS16_4150-036,Experimental,Yield_low_Vg,Short_row
2MS16_4150-037,Experimental,Yield_low_Vg,Short_row
2MS16_4150-038,Experimental,Yield_low_Vg,Short_row
2MS16_4150-039,Experimental,Yield_low_Vg,Short_row
2MS16_4150-040,Experimental,Yield_low_Vg,Short_row
2MS16_4150-041,Experimental,Yield_low_Vg,Short_row
2MS16_4150-042,Experimental,Yield_low_Vg,Short_row
2MS16_4150-043,Experimental,Yield_low_Vg,Short_row
2MS16_4150-044,Experimental,Yield_low_Vg,Short_row
2MS16_4150-045,Experimental,Yield_low_Vg,Short_row
2MS16_4150-046,Experimental,Yield_low_Vg,Short_row
2MS16_4150-047,Experimental,Yield_low_Vg,Short_row
2MS16_4150-048,Experimental,Yield_low_Vg,Short_row
2MS16_4150-049,Experimental,Yield_low_Vg,Short_row
2MS16_4150-050,Experimental,Yield_low_Vg,Short_row
2MS16_4150-051,Experimental,Yield_low_Vg,Short_row
2MS16_4150-052,Experimental,Yield_low_Vg,Short_row
2MS16_4150-053,Experimental,Yield_low_Vg,Short_row
2MS16_4150-054,Experimental,Yield_low_Vg,Short_row
2MS16_4150-055,Experimental,Yield_low_Vg,Short_row
2MS16_4150-056,Experimental,Yield_low_Vg,Short_row
2MS16_4150-057,Experimental,Yield_low_Vg,Short_row
2MS16_4150-058,Experimental,Yield_low_Vg,Short_row
2MS16_4150-059,Experimental,Yield_low_Vg,Short_row
2MS16_4150-060,Experimental,Yield_low_Vg,Short_row
2MS16_4150-061,Experimental,Yield_low_Vg,Short_row
2MS16_4151-001,Experimental,Yield_low_Vg,Short_row
2MS16_4151-002,Experimental,Yield_low_Vg,Short_row
2MS16_4151-003,Experimental,Yield_low_Vg,Short_row
2MS16_4151-004,Experimental,Yield_low_Vg,Short_row
2MS16_4151-005,Experimental,Yield_low_Vg,Short_row
2MS16_4151-006,Experimental,Yield_low_Vg,Short_row
2MS16_4151-007,Experimental,Yield_low_Vg,Short_row
2MS16_4151-008,Experimental,Yield_low_Vg,Short_row
2MS16_4151-009,Experimental,Yield_low_Vg,Short_row
2MS16_4151-010,Experimental,Yield_low_Vg,Short_row
2MS16_4151-011,Experimental,Yield_low_Vg,Short_row
2MS16_4151-012,Experimental,Yield_low_Vg,Short_row
2MS16_4151-013,Experimental,Yield_low_Vg,Short_row
2MS16_4151-014,Experimental,Yield_low_Vg,Short_row
2MS16_4151-015,Experimental,Yield_low_Vg,Short_row
2MS16_4151-016,Experimental,Yield_low_Vg,Short_row
2MS16_4151-017,Experimental,Yield_low_Vg,Short_row
2MS16_4151-018,Experimental,Yield_low_Vg,Short_row
2MS16_4151-019,Experimental,Yield_low_Vg,Short_row
2MS16_4151-020,Experimental,Yield_low_Vg,Short_row
2MS16_4151-021,Experimental,Yield_low_Vg,Short_row
2MS16_4151-022,Experimental,Yield_low_Vg,Short_row
2MS16_4151-023,Experimental,Yield_low_Vg,Short_row
2MS16_4151-024,Experimental,Yield_low_Vg,Short_row
2MS16_4151-025,Experimental,Yield_low_Vg,Short_row
2MS16_4151-026,Experimental,Yield_low_Vg,Short_row
2MS16_4151-027,Experimental,Yield_low_Vg,Short_row
2MS16_4151-028,Experimental,Yield_low_Vg,Short_row
2MS16_4151-029,Experimental,Yield_low_Vg,Short_row
2MS16_4151-030,Experimental,Yield_low_Vg,Short_row
2MS16_4151-031,Experimental,Yield_low_Vg,Short_row
2MS16_4151-032,Experimental,Yield_low_Vg,Short_row
2MS16_4151-033,Experimental,Yield_low_Vg,Short_row
2MS16_4151-034,Experimental,Yield_low_Vg,Short_row
2MS16_4151-035,Experimental,Yield_low_Vg,Short_row
2MS16_4151-036,Experimental,Yield_low_Vg,Short_row
2MS16_4151-037,Experimental,Yield_low_Vg,Short_row
2MS16_4151-038,Experimental,Yield_low_Vg,Short_row
2MS16_4151-039,Experimental,Yield_low_Vg,Short_row
2MS16_4151-040,Experimental,Yield_low_Vg,Short_row
2MS16_4151-041,Experimental,Yield_low_Vg,Short_row
2MS16_4151-042,Experimental,Yield_low_Vg,Short_row
2MS16_4151-043,Experimental,Yield_low_Vg,Short_row
2MS16_4151-044,Experimental,Yield_low_Vg,Short_row
2MS16_4151-045,Experimental,Yield_low_Vg,Short_row
2MS16_4151-046,Experimental,Yield_low_Vg,Short_row
2MS16_4151-047,Experimental,Yield_low_Vg,Short_row
2MS16_4151-048,Experimental,Yield_low_Vg,Short_row
2MS16_4151-049,Experimental,Yield_low_Vg,Short_row
2MS16_4151-050,Experimental,Yield_low_Vg,Short_row
2MS16_4151-051,Experimental,Yield_low_Vg,Short_row
2MS16_4151-052,Experimental,Yield_low_Vg,Short_row
2MS16_4151-053,Experimental,Yield_low_Vg,Short_row
2MS16_4151-054,Experimental,Yield_low_Vg,Short_row
2MS16_4155-001,Experimental,Yield_high_Vg,Short_row
2MS16_4155-002,Experimental,Yield_high_Vg,Short_row
2MS16_4155-003,Experimental,Yield_high_Vg,Short_row
2MS16_4155-004,Experimental,Yield_high_Vg,Short_row
2MS16_4155-005,Experimental,Yield_high_Vg,Short_row
2MS16_4155-006,Experimental,Yield_high_Vg,Short_row
2MS16_4155-007,Experimental,Yield_high_Vg,Short_row
2MS16_4155-008,Experimental,Yield_high_Vg,Short_row
2MS16_4155-009,Experimental,Yield_high_Vg,Short_row
2MS16_4155-010,Experimental,Yield_high_Vg,Short_row
2MS16_4155-011,Experimental,Yield_high_Vg,Short_row
2MS16_4155-012,Experimental,Yield_high_Vg,Short_row
2MS16_4155-013,Experimental,Yield_high_Vg,Short_row
2MS16_4155-014,Experimental,Yield_high_Vg,Short_row
2MS16_4155-015,Experimental,Yield_high_Vg,Short_row
2MS16_4155-016,Experimental,Yield_high_Vg,Short_row
2MS16_4155-017,Experimental,Yield_high_Vg,Short_row
2MS16_4155-018,Experimental,Yield_high_Vg,Short_row
2MS16_4155-019,Experimental,Yield_high_Vg,Short_row
2MS16_4155-020,Experimental,Yield_high_Vg,Short_row
2MS16_4155-021,Experimental,Yield_high_Vg,Short_row
2MS16_4155-022,Experimental,Yield_high_Vg,Short_row
2MS16_4155-023,Experimental,Yield_high_Vg,Short_row
2MS16_4155-024,Experimental,Yield_high_Vg,Short_row
2MS16_4155-025,Experimental,Yield_high_Vg,Short_row
2MS16_4155-026,Experimental,Yield_high_Vg,Short_row
2MS16_4155-027,Experimental,Yield_high_Vg,Short_row
2MS16_4155-028,Experimental,Yield_high_Vg,Short_row
2MS16_4155-029,Experimental,Yield_high_Vg,Short_row
2MS16_4155-030,Experimental,Yield_high_Vg,Short_row
2MS16_4155-031,Experimental,Yield_high_Vg,Short_row
2MS16_4155-032,Experimental,Yield_high_Vg,Short_row
2MS16_4155-033,Experimental,Yield_high_Vg,Short_row
2MS16_4155-034,Experimental,Yield_high_Vg,Short_row
2MS16_4155-035,Experimental,Yield_high_Vg,Short_row
2MS16_4155-036,Experimental,Yield_high_Vg,Short_row
2MS16_4155-037,Experimental,Yield_high_Vg,Short_row
2MS16_4155-038,Experimental,Yield_high_Vg,Short_row
2MS16_4155-039,Experimental,Yield_high_Vg,Short_row
2MS16_4155-040,Experimental,Yield_high_Vg,Short_row
2MS16_4155-041,Experimental,Yield_high_Vg,Short_row
2MS16_4155-042,Experimental,Yield_high_Vg,Short_row
2MS16_4155-043,Experimental,Yield_high_Vg,Short_row
2MS16_4155-044,Experimental,Yield_high_Vg,Short_row
2MS16_4155-045,Experimental,Yield_high_Vg,Short_row
2MS16_4155-046,Experimental,Yield_high_Vg,Short_row
2MS16_4155-047,Experimental,Yield_high_Vg,Short_row
2MS16_4155-048,Experimental,Yield_high_Vg,Short_row
2MS16_4155-049,Experimental,Yield_high_Vg,Short_row
2MS16_4155-050,Experimental,Yield_high_Vg,Short_row
2MS16_4155-051,Experimental,Yield_high_Vg,Short_row
2MS16_4155-052,Experimental,Yield_high_Vg,Short_row
2MS16_4155-053,Experimental,Yield_high_Vg,Short_row
2MS14_3301-008,Parent,HD_DON_no_corr,FHB
2MS14_3301-009,Parent,HD_DON_no_corr,FHB
2MS14_3301-015,Parent,Height_low_Vg,Short_row
2MS14_3301-017,Parent,Height_high_Vg,Short_row
2MS14_3301-021,Parent,HD_DON_no_corr,FHB
2MS14_3301-024,Parent,Height_low_Vg,Short_row
2MS14_3302-026,Parent,Yield_high_Vg,Short_row
2MS14_3303-007,Parent,Yield_DON_no_corr,FHB-Short_row
2MS14_3303-013,Parent,Yield_DON_no_corr,FHB-Short_row
2MS14_3304-013,Parent,DON_high_Vg,FHB
2MS14_3304-030,Parent,DON_high_Vg,FHB
2MS14_3305-009,Parent,Yield_low_Vg-Yield_high_Vg,Short_row
2MS14_3305-012,Parent,Yield_low_Vg-Yield_high_Vg,Short_row
2MS14_3305-023,Parent,Yield_low_Vg,Short_row
2MS14_3305-027,Parent,Yield_DON_no_corr-Yield_low_Vg,FHB-Short_row
2MS14_3306-002,Parent,Yield_DON_high_neg_corr,FHB-Short_row
2MS14_3306-005,Parent,Yield_high_Vg,Short_row
2MS14_3306-010,Parent,Yield_DON_no_corr,FHB-Short_row
2MS14_3306-018,Parent,HD_DON_no_corr,FHB
2MS14_3306-022,Parent,Yield_DON_high_neg_corr,FHB-Short_row
2MS14_3307-006,Parent,DON_high_Vg,FHB
2MS14_3307-008,Parent,DON_low_Vg,FHB
2MS14_3307-024,Parent,DON_high_Vg-DON_low_Vg,FHB
2MS14_3312-009,Parent,HD_DON_no_corr,FHB
2MS14_3321-017,Parent,Height_high_Vg,Short_row
2MS14_3323-001,Parent,Height_low_Vg,Short_row
2MS14_3323-011,Parent,HD_DON_high_pos_corr-Height_low_Vg,FHB-Short_row
2MS14_3323-023,Parent,Height_high_Vg,Short_row
2MS14_3335-014,Parent,HD_DON_no_corr,FHB
2MS14_3335-018,Parent,HD_DON_no_corr,FHB
2MS14_3336-003,Parent,HD_DON_no_corr,FHB
2MS14_3339-018,Parent,Height_high_Vg,Short_row
2MS14_3340-025,Parent,DON_low_Vg,FHB
2MS14_3340-030,Parent,DON_low_Vg,FHB
2MS14_3341-006,Parent,HD_DON_high_pos_corr,FHB
2MS14_3345-022,Parent,Yield_DON_no_corr,FHB-Short_row
2MS14_3345-025,Parent,Yield_DON_no_corr,FHB-Short_row
2MS14_3346-002,Parent,Yield_DON_high_neg_corr,FHB-Short_row
2MS14_3346-008,Parent,Yield_DON_high_neg_corr,FHB-Short_row
